Date,State,Total Confirmed Cases,Cured/Discharged/Migrated,Death
30-06-20,Tamil Nadu,86224,47749,1141
30-06-20,Delhi,85161,56235,2680
30-06-20,Gujarat,31938,23240,1827
30-06-20,Uttar Pradesh,22828,15506,672
30-06-20,West Bengal,17907,11719,653
30-06-20,Rajasthan,17660,13618,405
30-06-20,Telangana,15394,5582,253
30-06-20,Karnataka,14295,7683,226
30-06-20,Haryana,14210,9502,232
30-06-20,Andhra Pradesh,13891,6232,180
30-06-20,Madhya Pradesh,13370,10199,564
30-06-20,Bihar,9640,7390,62
30-06-20,Assam,7752,5333,11
30-06-20,Jammu and Kashmir,7237,4585,95
30-06-20,Odisha,6859,4946,23
30-06-20,Punjab,5418,3764,138
30-06-20,Kerala,4189,2152,22
30-06-20,Uttarakhand,2831,2111,39
30-06-20,Chhattisgarh,2761,2173,13
30-06-20,Jharkhand,2426,1845,15
30-06-20,Tripura,1380,1085,1
30-06-20,Manipur,1227,494,0
30-06-20,Goa,1198,478,3
30-06-20,Ladakh,964,616,1
30-06-20,Himachal Pradesh,942,556,9
30-06-20,Puducherry,619,221,10
30-06-20,Chandigarh,435,349,6
30-06-20,Nagaland,434,168,0
30-06-20,Dadra and Nagar Haveli and Daman and Diu,203,77,0
30-06-20,Arunachal Pradesh,187,61,1
30-06-20,Mizoram,148,55,0
30-06-20,Andaman and Nicobar Islands,90,46,0
30-06-20,Sikkim,88,50,0
30-06-20,Meghalaya,47,42,1
01-07-20,Maharashtra,174761,90911,7855
01-07-20,Tamil Nadu,90167,50074,1201
01-07-20,Delhi,87360,58348,2742
01-07-20,Gujarat,32557,23662,1846
01-07-20,Uttar Pradesh,23492,16084,697
01-07-20,West Bengal,18559,12130,668
01-07-20,Rajasthan,18014,14220,413
01-07-20,Telangana,16339,7294,260
01-07-20,Karnataka,15242,7918,246
01-07-20,Andhra Pradesh,14595,6511,187
01-07-20,Haryana,14548,9972,236
01-07-20,Madhya Pradesh,13593,10395,572
01-07-20,Bihar,10043,7687,67
01-07-20,Assam,8227,5647,12
01-07-20,Jammu and Kashmir,7497,4722,101
01-07-20,Odisha,7065,5189,25
01-07-20,Punjab,5568,3867,144
01-07-20,Kerala,4442,2306,24
01-07-20,Uttarakhand,2881,2231,41
01-07-20,Chhattisgarh,2860,2250,13
01-07-20,Jharkhand,2490,1884,15
01-07-20,Tripura,1388,1086,1
01-07-20,Goa,1315,596,3
01-07-20,Manipur,1234,553,0
01-07-20,Ladakh,973,648,1
01-07-20,Himachal Pradesh,953,580,10
01-07-20,Puducherry,714,272,12
01-07-20,Nagaland,459,168,0
01-07-20,Chandigarh,440,364,6
01-07-20,Dadra and Nagar Haveli and Daman and Diu,213,82,0
01-07-20,Arunachal Pradesh,191,62,1
01-07-20,Mizoram,160,122,0
01-07-20,Andaman and Nicobar Islands,97,50,0
01-07-20,Sikkim,89,52,0
01-07-20,Meghalaya,52,42,1
02-07-20,Maharashtra,180298,93154,8053
02-07-20,Tamil Nadu,94049,52926,1264
02-07-20,Delhi,89802,59992,2803
02-07-20,Gujarat,33232,24030,1867
02-07-20,Uttar Pradesh,24056,16629,718
02-07-20,West Bengal,19170,12528,683
02-07-20,Rajasthan,18312,14574,421
02-07-20,Telangana,17357,8082,267
02-07-20,Karnataka,16514,8063,253
02-07-20,Andhra Pradesh,15252,6988,193
02-07-20,Haryana,14941,10499,240
02-07-20,Madhya Pradesh,13861,10655,581
02-07-20,Bihar,10249,7946,70
02-07-20,Assam,8582,5851,12
02-07-20,Jammu and Kashmir,7695,4856,105
02-07-20,Odisha,7316,5353,25
02-07-20,Punjab,5668,3867,149
02-07-20,Kerala,4593,2439,24
02-07-20,Uttarakhand,2947,2317,41
02-07-20,Chhattisgarh,2940,2303,14
02-07-20,Jharkhand,2521,1931,15
02-07-20,Tripura,1396,1093,1
02-07-20,Goa,1387,670,4
02-07-20,Manipur,1260,579,0
02-07-20,Ladakh,990,694,1
02-07-20,Himachal Pradesh,979,614,10
02-07-20,Puducherry,714,272,12
02-07-20,Nagaland,459,168,0
02-07-20,Chandigarh,446,367,6
02-07-20,Dadra and Nagar Haveli and Daman and Diu,215,86,0
02-07-20,Arunachal Pradesh,195,66,1
02-07-20,Mizoram,160,123,0
02-07-20,Sikkim,101,53,0
02-07-20,Andaman and Nicobar Islands,100,50,0
02-07-20,Meghalaya,52,42,1
03-07-20,Maharashtra,186626,101172,8178
03-07-20,Tamil Nadu,98392,56021,1321
03-07-20,Delhi,92175,63007,2864
03-07-20,Gujarat,33913,24593,1886
03-07-20,Uttar Pradesh,24825,17221,735
03-07-20,West Bengal,19819,13037,699
03-07-20,Rajasthan,18662,14948,430
03-07-20,Telangana,18570,9069,275
03-07-20,Karnataka,18016,8334,272
03-07-20,Andhra Pradesh,16097,7313,198
03-07-20,Haryana,15509,11019,251
03-07-20,Madhya Pradesh,14106,10815,589
03-07-20,Bihar,10471,8020,77
03-07-20,Assam,9013,6106,12
03-07-20,Jammu and Kashmir,7849,4974,115
03-07-20,Odisha,7545,5502,27
03-07-20,Punjab,5784,4144,152
03-07-20,Kerala,4753,2640,25
03-07-20,Chhattisgarh,3013,2385,14
03-07-20,Uttarakhand,2984,2405,42
03-07-20,Jharkhand,2584,1983,15
03-07-20,Goa,1482,734,4
03-07-20,Tripura,1435,1146,1
03-07-20,Manipur,1279,617,0
03-07-20,Himachal Pradesh,1014,628,10
03-07-20,Ladakh,990,730,1
03-07-20,Puducherry,802,331,12
03-07-20,Nagaland,501,182,0
03-07-20,Chandigarh,450,389,6
03-07-20,Dadra and Nagar Haveli and Daman and Diu,230,89,0
03-07-20,Arunachal Pradesh,195,66,1
03-07-20,Mizoram,162,126,0
03-07-20,Andaman and Nicobar Islands,109,51,0
03-07-20,Sikkim,102,53,0
03-07-20,Meghalaya,56,42,1
04-07-20,Maharashtra,192990,104687,8376
04-07-20,Tamil Nadu,102721,58378,1385
04-07-20,Delhi,94695,65624,2923
04-07-20,Gujarat,34600,24933,1904
04-07-20,Uttar Pradesh,25797,17597,749
04-07-20,West Bengal,20488,13571,717
04-07-20,Telangana,20462,10195,283
04-07-20,Karnataka,19710,8805,293
04-07-20,Rajasthan,19052,15281,440
04-07-20,Andhra Pradesh,16934,7632,206
04-07-20,Haryana,16003,11691,255
04-07-20,Madhya Pradesh,14297,11049,593
04-07-20,Bihar,10954,8214,80
04-07-20,Assam,9673,6349,14
04-07-20,Odisha,8106,5705,29
04-07-20,Jammu and Kashmir,8019,5075,119
04-07-20,Punjab,5937,4266,157
04-07-20,Kerala,4964,2841,25
04-07-20,Chhattisgarh,3065,2437,14
04-07-20,Uttarakhand,3048,2481,42
04-07-20,Jharkhand,2695,2001,15
04-07-20,Tripura,1525,1199,1
04-07-20,Goa,1482,734,4
04-07-20,Manipur,1316,639,0
04-07-20,Himachal Pradesh,1033,667,10
04-07-20,Ladakh,1001,777,1
04-07-20,Puducherry,802,331,12
04-07-20,Nagaland,539,228,0
04-07-20,Chandigarh,457,393,6
04-07-20,Dadra and Nagar Haveli and Daman and Diu,257,96,0
04-07-20,Arunachal Pradesh,252,75,1
04-07-20,Mizoram,162,126,0
04-07-20,Andaman and Nicobar Islands,116,54,0
04-07-20,Sikkim,102,53,0
04-07-20,Meghalaya,62,43,1
05-07-20,Maharashtra,200064,108082,8671
05-07-20,Tamil Nadu,107001,60592,1450
05-07-20,Delhi,97200,68256,3004
05-07-20,Gujarat,35312,25406,1925
05-07-20,Uttar Pradesh,26554,18154,773
05-07-20,Telangana,22312,11537,288
05-07-20,Karnataka,21549,9244,335
05-07-20,West Bengal,21231,14166,736
05-07-20,Rajasthan,19532,15640,447
05-07-20,Andhra Pradesh,17699,8008,218
05-07-20,Haryana,16548,12257,260
05-07-20,Madhya Pradesh,14604,11234,598
05-07-20,Bihar,11700,8686,89
05-07-20,Assam,10668,6657,14
05-07-20,Odisha,8601,5934,34
05-07-20,Jammu and Kashmir,8246,5143,127
05-07-20,Punjab,6109,4306,162
05-07-20,Kerala,5204,3048,25
05-07-20,Chhattisgarh,3161,2549,14
05-07-20,Uttarakhand,3093,2502,42
05-07-20,Jharkhand,2739,2035,17
05-07-20,Goa,1684,825,6
05-07-20,Tripura,1546,1202,1
05-07-20,Manipur,1325,667,0
05-07-20,Himachal Pradesh,1046,704,11
05-07-20,Ladakh,1005,826,1
05-07-20,Puducherry,802,331,12
05-07-20,Nagaland,563,228,0
05-07-20,Chandigarh,460,395,6
05-07-20,Dadra and Nagar Haveli and Daman and Diu,271,96,0
05-07-20,Arunachal Pradesh,259,76,1
05-07-20,Mizoram,164,130,0
05-07-20,Andaman and Nicobar Islands,119,66,0
05-07-20,Sikkim,103,58,0
05-07-20,Meghalaya,62,43,1
06-07-20,Maharashtra,206619,111740,8822
06-07-20,Tamil Nadu,111151,62778,1510
06-07-20,Delhi,99444,71339,3067
06-07-20,Gujarat,36037,25892,1943
06-07-20,Uttar Pradesh,27707,18761,785
06-07-20,Telangana,23902,12703,295
06-07-20,Karnataka,23474,9847,372
06-07-20,West Bengal,22126,14711,757
06-07-20,Rajasthan,20164,15928,456
06-07-20,Andhra Pradesh,18697,8422,232
06-07-20,Haryana,17005,12944,265
06-07-20,Madhya Pradesh,14930,11411,608
06-07-20,Bihar,11876,8765,95
06-07-20,Assam,11388,7125,14
06-07-20,Odisha,9070,6224,36
06-07-20,Jammu and Kashmir,8429,5255,132
06-07-20,Punjab,6283,4408,164
06-07-20,Kerala,5429,3174,25
06-07-20,Chhattisgarh,3207,2601,14
06-07-20,Uttarakhand,3124,2524,42
06-07-20,Jharkhand,2781,2045,19
06-07-20,Goa,1761,936,7
06-07-20,Tripura,1568,1202,1
06-07-20,Manipur,1366,688,0
06-07-20,Himachal Pradesh,1063,737,11
06-07-20,Ladakh,1005,826,1
06-07-20,Puducherry,802,331,12
06-07-20,Nagaland,590,231,0
06-07-20,Chandigarh,466,395,6
06-07-20,Dadra and Nagar Haveli and Daman and Diu,271,106,0
06-07-20,Arunachal Pradesh,269,78,1
06-07-20,Mizoram,186,130,0
06-07-20,Andaman and Nicobar Islands,125,72,0
06-07-20,Sikkim,123,61,0
06-07-20,Meghalaya,62,43,1
07-07-20,Maharashtra,211987,115262,9026
07-07-20,Tamil Nadu,114978,66571,1571
07-07-20,Delhi,100823,72088,3115
07-07-20,Gujarat,36772,26315,1960
07-07-20,Uttar Pradesh,28636,19109,809
07-07-20,Telangana,25733,14781,306
07-07-20,Karnataka,25317,10527,401
07-07-20,West Bengal,22987,15235,779
07-07-20,Rajasthan,20688,16278,461
07-07-20,Andhra Pradesh,20019,8920,239
07-07-20,Haryana,17504,13335,276
07-07-20,Madhya Pradesh,15284,11579,617
07-07-20,Assam,12160,7882,14
07-07-20,Bihar,12125,8997,97
07-07-20,Odisha,9526,6486,38
07-07-20,Jammu and Kashmir,8675,5318,138
07-07-20,Punjab,6491,4494,169
07-07-20,Kerala,5622,3341,27
07-07-20,Chhattisgarh,3305,2667,14
07-07-20,Uttarakhand,3161,2586,42
07-07-20,Jharkhand,2847,2068,20
07-07-20,Goa,1813,1061,7
07-07-20,Tripura,1680,1219,1
07-07-20,Manipur,1390,734,0
07-07-20,Himachal Pradesh,1077,763,11
07-07-20,Ladakh,1005,836,1
07-07-20,Puducherry,802,331,12
07-07-20,Nagaland,625,243,0
07-07-20,Chandigarh,489,401,6
07-07-20,Dadra and Nagar Haveli and Daman and Diu,297,114,0
07-07-20,Arunachal Pradesh,270,92,2
07-07-20,Mizoram,197,133,0
07-07-20,Andaman and Nicobar Islands,141,74,0
07-07-20,Sikkim,125,65,0
07-07-20,Meghalaya,80,43,1
08-07-20,Maharashtra,217121,118558,9250
08-07-20,Tamil Nadu,118594,71116,1636
08-07-20,Delhi,102831,74217,3165
08-07-20,Gujarat,37550,26720,1977
08-07-20,Uttar Pradesh,29968,19627,827
08-07-20,Telangana,27612,16287,313
08-07-20,Karnataka,26815,11098,416
08-07-20,West Bengal,23837,15790,804
08-07-20,Rajasthan,21404,16575,472
08-07-20,Andhra Pradesh,21197,9745,252
08-07-20,Haryana,17999,13645,279
08-07-20,Madhya Pradesh,15627,11768,622
08-07-20,Bihar,12570,9284,104
08-07-20,Assam,12522,8329,14
08-07-20,Odisha,10097,6703,42
08-07-20,Jammu and Kashmir,8931,5399,143
08-07-20,Punjab,6749,4554,175
08-07-20,Kerala,5894,3452,27
08-07-20,Chhattisgarh,3415,2751,14
08-07-20,Uttarakhand,3230,2621,43
08-07-20,Jharkhand,2996,2104,22
08-07-20,Goa,1903,1156,8
08-07-20,Tripura,1704,1248,1
08-07-20,Manipur,1430,771,0
08-07-20,Himachal Pradesh,1083,790,11
08-07-20,Ladakh,1041,836,1
08-07-20,Puducherry,930,434,14
08-07-20,Nagaland,625,243,0
08-07-20,Chandigarh,494,401,7
08-07-20,Dadra and Nagar Haveli and Daman and Diu,405,183,0
08-07-20,Arunachal Pradesh,276,105,2
08-07-20,Mizoram,197,133,0
08-07-20,Andaman and Nicobar Islands,147,75,0
08-07-20,Sikkim,125,70,0
08-07-20,Meghalaya,80,43,1
09-07-20,Maharashtra,223724,123192,9448
09-07-20,Tamil Nadu,122350,74167,1700
09-07-20,Delhi,104864,78199,3213
09-07-20,Gujarat,38333,27289,1993
09-07-20,Uttar Pradesh,31156,20331,845
09-07-20,Telangana,29536,17279,324
09-07-20,Karnataka,28877,11876,470
09-07-20,West Bengal,24823,16291,827
09-07-20,Andhra Pradesh,22259,11101,264
09-07-20,Rajasthan,22063,16866,482
09-07-20,Haryana,18690,14106,282
09-07-20,Madhya Pradesh,16036,11987,629
09-07-20,Assam,13336,8729,16
09-07-20,Bihar,13189,9554,107
09-07-20,Odisha,10624,7006,48
09-07-20,Jammu and Kashmir,9261,5567,149
09-07-20,Punjab,6907,4828,178
09-07-20,Kerala,6195,3559,27
09-07-20,Chhattisgarh,3525,2835,14
09-07-20,Uttarakhand,3258,2650,46
09-07-20,Jharkhand,3096,2170,22
09-07-20,Goa,2039,1207,8
09-07-20,Tripura,1761,1324,1
09-07-20,Manipur,1435,793,0
09-07-20,Himachal Pradesh,1101,833,11
09-07-20,Ladakh,1041,836,1
09-07-20,Puducherry,1008,480,14
09-07-20,Nagaland,657,304,0
09-07-20,Chandigarh,513,402,7
09-07-20,Dadra and Nagar Haveli and Daman and Diu,408,184,0
09-07-20,Arunachal Pradesh,287,109,2
09-07-20,Mizoram,197,133,0
09-07-20,Andaman and Nicobar Islands,149,77,0
09-07-20,Sikkim,133,71,0
09-07-20,Meghalaya,80,43,1
10-07-20,Maharashtra,230599,127259,9667
10-07-20,Tamil Nadu,126581,78161,1765
10-07-20,Delhi,107051,82226,3258
10-07-20,Gujarat,39194,27718,2008
10-07-20,Uttar Pradesh,32362,21127,862
10-07-20,Karnataka,31105,12833,486
10-07-20,Telangana,30946,18192,331
10-07-20,West Bengal,25911,16826,854
10-07-20,Andhra Pradesh,23814,12154,277
10-07-20,Rajasthan,22563,17070,491
10-07-20,Haryana,19369,14510,287
10-07-20,Madhya Pradesh,16341,12232,634
10-07-20,Assam,14032,8729,22
10-07-20,Bihar,13944,9816,115
10-07-20,Odisha,11201,7407,52
10-07-20,Jammu and Kashmir,9501,5695,154
10-07-20,Punjab,7140,4945,183
10-07-20,Kerala,6534,3708,27
10-07-20,Chhattisgarh,3675,2903,15
10-07-20,Uttarakhand,3305,2672,46
10-07-20,Jharkhand,3246,2208,23
10-07-20,Goa,2151,1273,9
10-07-20,Tripura,1776,1338,1
10-07-20,Manipur,1450,799,0
10-07-20,Puducherry,1151,584,14
10-07-20,Himachal Pradesh,1140,846,11
10-07-20,Ladakh,1055,915,1
10-07-20,Nagaland,673,304,0
10-07-20,Chandigarh,523,403,7
10-07-20,Dadra and Nagar Haveli and Daman and Diu,411,189,0
10-07-20,Arunachal Pradesh,302,120,2
10-07-20,Mizoram,197,133,0
10-07-20,Andaman and Nicobar Islands,151,83,0
10-07-20,Sikkim,134,72,0
10-07-20,Meghalaya,113,66,2
11-07-20,Maharashtra,238461,132625,9893
11-07-20,Tamil Nadu,130261,82324,1829
11-07-20,Delhi,109140,84694,3300
11-07-20,Gujarat,40069,28147,2022
11-07-20,Uttar Pradesh,33700,21787,889
11-07-20,Karnataka,33418,13836,543
11-07-20,Telangana,32224,19205,339
11-07-20,West Bengal,27109,17348,880
11-07-20,Andhra Pradesh,25422,13194,292
11-07-20,Rajasthan,23174,17620,497
11-07-20,Haryana,19934,14904,290
11-07-20,Madhya Pradesh,16657,12481,638
11-07-20,Assam,14600,9147,27
11-07-20,Bihar,14575,10109,119
11-07-20,Odisha,11956,7972,56
11-07-20,Jammu and Kashmir,9888,5786,159
11-07-20,Punjab,7357,5017,187
11-07-20,Kerala,6950,3820,27
11-07-20,Chhattisgarh,3767,3028,17
11-07-20,Jharkhand,3419,2224,23
11-07-20,Uttarakhand,3373,2706,46
11-07-20,Goa,2251,1347,9
11-07-20,Tripura,1918,1372,1
11-07-20,Manipur,1582,832,0
11-07-20,Puducherry,1272,637,17
11-07-20,Himachal Pradesh,1171,883,11
11-07-20,Ladakh,1064,917,1
11-07-20,Nagaland,732,304,0
11-07-20,Chandigarh,539,408,7
11-07-20,Dadra and Nagar Haveli and Daman and Diu,459,211,0
11-07-20,Arunachal Pradesh,335,120,2
11-07-20,Mizoram,226,143,0
11-07-20,Meghalaya,207,66,2
11-07-20,Andaman and Nicobar Islands,156,92,0
11-07-20,Sikkim,134,80,0
12-07-20,Maharashtra,246600,136985,10116
12-07-20,Tamil Nadu,134226,85915,1898
12-07-20,Delhi,110921,87692,3334
12-07-20,Gujarat,40941,28649,2032
12-07-20,Karnataka,36216,14716,613
12-07-20,Uttar Pradesh,35092,22689,913
12-07-20,Telangana,33402,20919,348
12-07-20,West Bengal,28453,17959,906
12-07-20,Andhra Pradesh,27235,14393,309
12-07-20,Rajasthan,23748,17869,503
12-07-20,Haryana,20582,15394,297
12-07-20,Madhya Pradesh,17201,12679,644
12-07-20,Assam,15536,9150,35
12-07-20,Bihar,15373,10685,131
12-07-20,Odisha,12526,8360,61
12-07-20,Jammu and Kashmir,10156,5895,169
12-07-20,Punjab,7587,5040,195
12-07-20,Kerala,7438,3963,29
12-07-20,Chhattisgarh,3897,3070,17
12-07-20,Jharkhand,3613,2243,23
12-07-20,Uttarakhand,3417,2718,46
12-07-20,Goa,2368,1428,12
12-07-20,Tripura,1949,1375,2
12-07-20,Manipur,1593,843,0
12-07-20,Puducherry,1337,690,18
12-07-20,Himachal Pradesh,1182,908,11
12-07-20,Ladakh,1077,928,1
12-07-20,Nagaland,748,313,0
12-07-20,Chandigarh,555,413,7
12-07-20,Dadra and Nagar Haveli and Daman and Diu,471,226,0
12-07-20,Arunachal Pradesh,341,125,2
12-07-20,Mizoram,227,150,0
12-07-20,Meghalaya,207,66,2
12-07-20,Andaman and Nicobar Islands,163,93,0
12-07-20,Sikkim,151,80,0
13-07-20,Maharashtra,254427,140325,10289
13-07-20,Tamil Nadu,138470,89532,1966
13-07-20,Delhi,112494,89968,3371
13-07-20,Gujarat,41820,29162,2045
13-07-20,Karnataka,38843,15409,684
13-07-20,Uttar Pradesh,36476,23334,934
13-07-20,Telangana,34671,22482,356
13-07-20,West Bengal,30013,18581,932
13-07-20,Andhra Pradesh,29168,15412,328
13-07-20,Rajasthan,24392,18103,510
13-07-20,Haryana,21240,15983,301
13-07-20,Madhya Pradesh,17632,12876,653
13-07-20,Bihar,16642,11498,143
13-07-20,Assam,16071,10426,35
13-07-20,Odisha,13121,8750,64
13-07-20,Jammu and Kashmir,10513,5979,179
13-07-20,Kerala,7873,4095,31
13-07-20,Punjab,7821,5392,199
13-07-20,Chhattisgarh,4059,3153,19
13-07-20,Jharkhand,3756,2308,30
13-07-20,Uttarakhand,3537,2786,47
13-07-20,Goa,2453,1487,14
13-07-20,Tripura,2054,1421,2
13-07-20,Manipur,1609,896,0
13-07-20,Puducherry,1418,739,18
13-07-20,Himachal Pradesh,1213,929,11
13-07-20,Ladakh,1086,928,1
13-07-20,Nagaland,774,327,0
13-07-20,Chandigarh,559,417,8
13-07-20,Dadra and Nagar Haveli and Daman and Diu,479,245,0
13-07-20,Arunachal Pradesh,359,138,2
13-07-20,Meghalaya,306,66,2
13-07-20,Mizoram,231,150,0
13-07-20,Andaman and Nicobar Islands,163,93,0
13-07-20,Sikkim,153,81,0
14-07-20,Maharashtra,260924,144507,10482
14-07-20,Tamil Nadu,142798,92567,2032
14-07-20,Delhi,113740,91312,3411
14-07-20,Gujarat,42722,29770,2055
14-07-20,Karnataka,41581,16248,757
14-07-20,Uttar Pradesh,38130,24203,955
14-07-20,Telangana,36221,23679,365
14-07-20,West Bengal,31448,19213,956
14-07-20,Andhra Pradesh,31103,16464,365
14-07-20,Rajasthan,24936,18630,525
14-07-20,Haryana,21894,16602,308
14-07-20,Madhya Pradesh,18207,13208,663
14-07-20,Bihar,17959,12317,160
14-07-20,Assam,16806,10894,36
14-07-20,Odisha,13737,9255,70
14-07-20,Jammu and Kashmir,10827,6095,187
14-07-20,Kerala,8322,4257,33
14-07-20,Punjab,8178,5586,204
14-07-20,Chhattisgarh,4217,3202,19
14-07-20,Jharkhand,3898,2351,33
14-07-20,Uttarakhand,3608,2856,49
14-07-20,Goa,2583,1540,17
14-07-20,Tripura,2080,1475,2
14-07-20,Manipur,1626,970,0
14-07-20,Puducherry,1468,785,18
14-07-20,Himachal Pradesh,1243,940,11
14-07-20,Ladakh,1093,946,1
14-07-20,Nagaland,845,340,0
14-07-20,Chandigarh,588,423,8
14-07-20,Dadra and Nagar Haveli and Daman and Diu,495,268,1
14-07-20,Arunachal Pradesh,387,145,2
14-07-20,Meghalaya,318,66,2
14-07-20,Mizoram,233,151,0
14-07-20,Sikkim,192,86,0
14-07-20,Andaman and Nicobar Islands,166,109,0
15-07-20,Maharashtra,267665,149007,10695
15-07-20,Tamil Nadu,147324,97310,2099
15-07-20,Delhi,115346,93236,3446
15-07-20,Karnataka,44077,17390,842
15-07-20,Gujarat,43637,30503,2069
15-07-20,Uttar Pradesh,39724,24983,983
15-07-20,Telangana,37745,24840,375
15-07-20,Andhra Pradesh,33019,17467,408
15-07-20,West Bengal,32838,19931,980
15-07-20,Rajasthan,25571,19161,525
15-07-20,Haryana,22628,17090,312
15-07-20,Bihar,19284,12849,174
15-07-20,Madhya Pradesh,19005,13575,673
15-07-20,Assam,17807,11416,40
15-07-20,Odisha,14280,9864,74
15-07-20,Jammu and Kashmir,11173,6223,195
15-07-20,Kerala,8930,4438,34
15-07-20,Punjab,8511,5663,213
15-07-20,Chhattisgarh,4379,3275,20
15-07-20,Jharkhand,4091,2427,36
15-07-20,Uttarakhand,3686,2867,50
15-07-20,Goa,2753,1607,18
15-07-20,Tripura,2170,1538,2
15-07-20,Manipur,1672,970,0
15-07-20,Puducherry,1531,829,18
15-07-20,Himachal Pradesh,1309,951,11
15-07-20,Ladakh,1093,946,1
15-07-20,Nagaland,896,346,0
15-07-20,Chandigarh,600,446,10
15-07-20,Dadra and Nagar Haveli and Daman and Diu,520,310,1
15-07-20,Arunachal Pradesh,462,153,3
15-07-20,Meghalaya,318,66,2
15-07-20,Mizoram,238,159,0
15-07-20,Sikkim,209,87,0
15-07-20,Andaman and Nicobar Islands,166,109,0
16-07-20,Maharashtra,275640,152613,10928
16-07-20,Tamil Nadu,151820,102310,2167
16-07-20,Delhi,116993,95699,3487
16-07-20,Karnataka,47253,18466,928
16-07-20,Gujarat,44552,31286,2079
16-07-20,Uttar Pradesh,41383,25743,1012
16-07-20,Telangana,39342,25999,386
16-07-20,Andhra Pradesh,35451,18378,452
16-07-20,West Bengal,34427,20680,1000
16-07-20,Rajasthan,26437,19502,530
16-07-20,Haryana,23306,17667,319
16-07-20,Bihar,20612,13462,180
16-07-20,Madhya Pradesh,19643,13908,682
16-07-20,Assam,18666,12173,46
16-07-20,Odisha,14898,10476,77
16-07-20,Jammu and Kashmir,11666,6337,206
16-07-20,Kerala,9553,4634,35
16-07-20,Punjab,8799,5867,221
16-07-20,Chhattisgarh,4539,3324,20
16-07-20,Jharkhand,4320,2485,38
16-07-20,Uttarakhand,3785,2948,50
16-07-20,Goa,2951,1674,18
16-07-20,Tripura,2268,1604,3
16-07-20,Manipur,1700,989,0
16-07-20,Puducherry,1596,889,21
16-07-20,Himachal Pradesh,1341,979,11
16-07-20,Ladakh,1142,964,1
16-07-20,Nagaland,902,348,0
16-07-20,Chandigarh,625,459,11
16-07-20,Dadra and Nagar Haveli and Daman and Diu,539,357,2
16-07-20,Arunachal Pradesh,462,153,3
16-07-20,Meghalaya,346,66,2
16-07-20,Mizoram,238,159,0
16-07-20,Sikkim,220,87,0
16-07-20,Andaman and Nicobar Islands,176,130,0
17-07-20,Maharashtra,284281,158140,11194
17-07-20,Tamil Nadu,156369,107416,2236
17-07-20,Delhi,118645,97693,3545
17-07-20,Karnataka,51422,19729,1032
17-07-20,Gujarat,45481,32103,2089
17-07-20,Uttar Pradesh,43441,26675,1046
17-07-20,Telangana,41018,27295,396
17-07-20,Andhra Pradesh,38044,19393,492
17-07-20,West Bengal,36117,21415,1023
17-07-20,Rajasthan,27174,19970,538
17-07-20,Haryana,24002,18185,322
17-07-20,Bihar,21764,14018,197
17-07-20,Madhya Pradesh,20378,14127,689
17-07-20,Assam,19754,12888,48
17-07-20,Odisha,15392,10877,79
17-07-20,Jammu and Kashmir,12156,6446,222
17-07-20,Kerala,10275,4862,37
17-07-20,Punjab,9094,6277,230
17-07-20,Chhattisgarh,4732,3451,21
17-07-20,Jharkhand,4624,2513,42
17-07-20,Uttarakhand,3982,2995,50
17-07-20,Goa,3108,1817,19
17-07-20,Tripura,2283,1604,3
17-07-20,Manipur,1764,1129,0
17-07-20,Puducherry,1743,947,22
17-07-20,Himachal Pradesh,1377,984,11
17-07-20,Ladakh,1147,970,1
17-07-20,Nagaland,916,391,0
17-07-20,Chandigarh,651,476,11
17-07-20,Dadra and Nagar Haveli and Daman and Diu,552,371,2
17-07-20,Arunachal Pradesh,543,153,3
17-07-20,Meghalaya,377,66,2
17-07-20,Mizoram,272,160,0
17-07-20,Sikkim,243,88,0
17-07-20,Andaman and Nicobar Islands,180,133,0
18-07-20,Maharashtra,292589,160357,11452
18-07-20,Tamil Nadu,160907,110807,2315
18-07-20,Delhi,120107,99301,3571
18-07-20,Karnataka,55115,20757,1147
18-07-20,Gujarat,46430,32973,2106
18-07-20,Uttar Pradesh,45163,27634,1084
18-07-20,Telangana,42496,28705,403
18-07-20,Andhra Pradesh,40646,20298,534
18-07-20,West Bengal,38011,22253,1049
18-07-20,Rajasthan,27789,20626,546
18-07-20,Haryana,24797,18718,327
18-07-20,Bihar,23589,14621,201
18-07-20,Madhya Pradesh,21081,14514,697
18-07-20,Assam,20646,14105,51
18-07-20,Odisha,16110,11330,83
18-07-20,Jammu and Kashmir,12757,6558,231
18-07-20,Kerala,11066,4995,38
18-07-20,Punjab,9442,6373,239
18-07-20,Chhattisgarh,4964,3512,23
18-07-20,Jharkhand,4921,2570,46
18-07-20,Uttarakhand,4102,3021,51
18-07-20,Goa,3304,1946,21
18-07-20,Tripura,2366,1684,3
18-07-20,Puducherry,1832,1014,25
18-07-20,Manipur,1800,1163,0
18-07-20,Himachal Pradesh,1417,1024,11
18-07-20,Ladakh,1151,973,1
18-07-20,Nagaland,956,405,0
18-07-20,Chandigarh,660,480,11
18-07-20,Arunachal Pradesh,609,175,3
18-07-20,Dadra and Nagar Haveli and Daman and Diu,585,401,2
18-07-20,Meghalaya,403,66,2
18-07-20,Mizoram,282,160,0
18-07-20,Sikkim,266,90,0
18-07-20,Andaman and Nicobar Islands,194,142,0
19-07-20,Maharashtra,300937,165663,11596
19-07-20,Tamil Nadu,165714,113856,2403
